null,,null,781,st-keya01-soc-01,null,null,null,null,null
null,,null,781,st-keya01-soc-01,null,null,null,null,null
4510,,null,781,st-keya01-soc-01,null,null,null,null,null
4510,,1372,781,st-keya01-soc-01,null,null,null,null,null
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,null
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5011,,null,781,st-keya01-soc-01,null,null,null,null,null
5011,,1438,781,st-keya01-soc-01,null,null,null,null,null
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,null
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5224,,null,781,st-keya01-soc-01,null,null,null,null,null
5224,,1465,781,st-keya01-soc-01,null,null,null,null,null
5224,,1465,781,st-keya01-soc-01,null,203.145.221.16,Ready,4612,null
5224,,1465,781,st-keya01-soc-01,null,203.145.221.16,Ready,4612,7fd09946-a34f-402a-851e-bd36b11d1762
5224,,1465,781,st-keya01-soc-01,null,203.145.221.16,Ready,4612,7fd09946-a34f-402a-851e-bd36b11d1762
5224,,1465,781,st-keya01-soc-01,null,203.145.221.16,Ready,4612,7fd09946-a34f-402a-851e-bd36b11d1762
5224,,1465,781,st-keya01-soc-01,null,203.145.221.16,Ready,4612,7fd09946-a34f-402a-851e-bd36b11d1762
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5242,,null,781,st-keya01-soc-01,null,null,null,null,null
5242,,1471,781,st-keya01-soc-01,null,null,null,null,null
5242,,1471,781,st-keya01-soc-01,null,203.145.221.16,Ready,4627,null
5242,,1471,781,st-keya01-soc-01,null,203.145.221.16,Ready,4627,5e4481ac-f54b-401f-95b9-bfb0525466ba
5242,,1471,781,st-keya01-soc-01,null,203.145.221.16,Ready,4627,5e4481ac-f54b-401f-95b9-bfb0525466ba
5242,,1471,781,st-keya01-soc-01,null,203.145.221.16,Ready,4627,5e4481ac-f54b-401f-95b9-bfb0525466ba
5242,,1471,781,st-keya01-soc-01,null,203.145.221.16,Ready,4627,5e4481ac-f54b-401f-95b9-bfb0525466ba
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5248,,null,781,st-keya01-soc-01,null,null,null,null,null
5248,,1477,781,st-keya01-soc-01,null,null,null,null,null
5248,,1477,781,st-keya01-soc-01,null,203.145.220.36,Ready,4633,null
5248,,1477,781,st-keya01-soc-01,null,203.145.220.36,Ready,4633,be2e832f-ce5b-41d4-9f54-7295e55676f0
5248,,1477,781,st-keya01-soc-01,null,203.145.220.36,Ready,4633,be2e832f-ce5b-41d4-9f54-7295e55676f0
5248,,1477,781,st-keya01-soc-01,null,203.145.220.36,Ready,4633,be2e832f-ce5b-41d4-9f54-7295e55676f0
5248,,1477,781,st-keya01-soc-01,null,203.145.220.36,Ready,4633,be2e832f-ce5b-41d4-9f54-7295e55676f0
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5479,,null,781,st-keya01-soc-01,null,null,null,null,null
5479,,1489,781,st-keya01-soc-01,null,null,null,null,null
5479,,1489,781,st-keya01-soc-01,null,203.145.220.46,Ready,4747,null
5479,,1489,781,st-keya01-soc-01,null,203.145.220.46,Ready,4747,87679344-247e-4b7d-8195-50c58f1d68ee
5479,,1489,781,st-keya01-soc-01,null,203.145.220.46,Ready,4747,87679344-247e-4b7d-8195-50c58f1d68ee
5479,,1489,781,st-keya01-soc-01,null,203.145.220.46,Ready,4747,87679344-247e-4b7d-8195-50c58f1d68ee
5479,,1489,781,st-keya01-soc-01,null,203.145.220.46,Ready,4747,87679344-247e-4b7d-8195-50c58f1d68ee
